date,source,production_m3,service_hours,country,production_m3_per_hour
2024-02-26,Mvog-Betsi River,26392,23.40281316,Cameroon,1127.727672
2024-02-27,Mvog-Betsi River,21888,23.31608529,Cameroon,938.7510693
2024-02-28,Mvog-Betsi River,23882,21.16517308,Cameroon,1128.363085
2024-02-29,Ndindan Reservoir,24810,22.91507542,Cameroon,1082.69336
2024-03-01,Ndindan Reservoir,21003,21.84661203,Cameroon,961.3847661
2024-03-02,Ndindan Reservoir,25924,23.28228019,Cameroon,1113.464823
2024-03-03,Ndindan Reservoir,18087,19.32815694,Cameroon,935.785034
2024-03-04,Ndindan Reservoir,22846,20.1916301,Cameroon,1131.458921
2024-03-05,Mvog-Betsi River,24083,21.46148567,Cameroon,1122.149714
2024-03-06,Mvog-Betsi River,27265,20.62482939,Cameroon,1321.950329
2024-03-07,Ndindan Reservoir,23882,20.294452,Cameroon,1176.774815
2024-03-08,Ndindan Reservoir,22637,21.400956,Cameroon,1057.756485
2024-03-09,Mvog-Betsi River,23216,22.58983782,Cameroon,1027.718755
2024-03-10,Ndindan Reservoir,17757,19.41933898,Cameroon,914.3977565
2024-03-11,Ndindan Reservoir,21274,23.36184913,Cameroon,910.6299711
2024-03-12,Ndindan Reservoir,17961,20.42524464,Cameroon,879.3529928
2024-03-13,Mvog-Betsi River,23501,20.65912596,Cameroon,1137.560226
2024-03-14,Ndindan Reservoir,21826,23.12221971,Cameroon,943.9405156
2024-03-15,Mvog-Betsi River,25120,23.00597423,Cameroon,1091.890296
2024-03-16,Ndindan Reservoir,20067,20.55122011,Cameroon,976.4383766
2024-03-17,Ndindan Reservoir,22627,23.93756219,Cameroon,945.2508079
2024-03-18,Mvog-Betsi River,18892,19.70145514,Cameroon,958.9139414
2024-03-19,Mvog-Betsi River,17474,19.2539541,Cameroon,907.5538409
2024-03-20,Mvog-Betsi River,22672,20.58812223,Cameroon,1101.217476
2024-03-21,Mvog-Betsi River,23945,23.33632684,Cameroon,1026.082646
2024-03-22,Ndindan Reservoir,22627,23.67519868,Cameroon,955.7258762
2024-03-23,Mvog-Betsi River,22942,20.68569665,Cameroon,1109.075531
2024-03-24,Ndindan Reservoir,22988,21.21785451,Cameroon,1083.427167
2024-03-25,Ndindan Reservoir,22097,21.14706723,Cameroon,1044.920308
2024-03-26,Ndindan Reservoir,21787,22.28083043,Cameroon,977.8360853
2024-03-27,Ndindan Reservoir,22175,23.1194069,Cameroon,959.1509028
2024-03-28,Ndindan Reservoir,18526,18.95451573,Cameroon,977.3924203
2024-03-29,Mvog-Betsi River,21907,23.9284898,Cameroon,915.5195411
2024-03-30,Ndindan Reservoir,26077,21.85881374,Cameroon,1192.974162
2024-03-31,Mvog-Betsi River,21813,21.11300139,Cameroon,1033.15486
2024-04-01,Mvog-Betsi River,22504,22.58769069,Cameroon,996.2948539
2024-04-02,Mvog-Betsi River,24241,22.41628526,Cameroon,1081.401299
2024-04-03,Mvog-Betsi River,24952,20.61581716,Cameroon,1210.332814
2024-04-04,Mvog-Betsi River,20966,21.43264841,Cameroon,978.2272168
2024-04-05,Mvog-Betsi River,20304,23.24510235,Cameroon,873.4743214
2024-04-06,Ndindan Reservoir,19393,20.34325955,Cameroon,953.2887269
2024-04-07,Mvog-Betsi River,22094,21.38732197,Cameroon,1033.041913
2024-04-08,Mvog-Betsi River,22898,23.43708581,Cameroon,976.9985989
2024-04-09,Ndindan Reservoir,25519,22.9259504,Cameroon,1113.105435
2024-04-10,Ndindan Reservoir,22459,21.64268235,Cameroon,1037.717952
2024-04-11,Ndindan Reservoir,22803,20.46474043,Cameroon,1114.257964
2024-04-12,Ndindan Reservoir,20123,21.46384238,Cameroon,937.5301794
2024-04-13,Mvog-Betsi River,23814,22.48839528,Cameroon,1058.946168
2024-04-14,Ndindan Reservoir,21404,20.38982802,Cameroon,1049.739114
2024-04-15,Ndindan Reservoir,21855,23.91703902,Cameroon,913.7836829
2024-04-16,Mvog-Betsi River,20854,23.05532214,Cameroon,904.5200006
2024-04-17,Ndindan Reservoir,23537,22.6771841,Cameroon,1037.915462
2024-04-18,Mvog-Betsi River,24767,20.17999698,Cameroon,1227.304445
2024-04-19,Mvog-Betsi River,24771,21.37504843,Cameroon,1158.874567
2024-04-20,Ndindan Reservoir,24304,20.68203244,Cameroon,1175.126288
2024-04-21,Ndindan Reservoir,21923,21.43254808,Cameroon,1022.883509
2024-04-22,Mvog-Betsi River,22536,22.98997421,Cameroon,980.2533831
2024-04-23,Mvog-Betsi River,22121,20.62562369,Cameroon,1072.500902
2024-04-24,Ndindan Reservoir,23711,21.63200642,Cameroon,1096.107293
2024-04-25,Ndindan Reservoir,25643,23.04023554,Cameroon,1112.966053
2024-04-26,Ndindan Reservoir,25004,21.33942127,Cameroon,1171.728122
2024-04-27,Ndindan Reservoir,23662,22.29809121,Cameroon,1061.167065
2024-04-28,Mvog-Betsi River,20563,20.07363835,Cameroon,1024.378323
2024-04-29,Mvog-Betsi River,19224,18.75101424,Cameroon,1025.224543
2024-04-30,Mvog-Betsi River,23882,22.37039689,Cameroon,1067.571582
2024-05-01,Ndindan Reservoir,20484,23.92169344,Cameroon,856.293893
2024-05-02,Mvog-Betsi River,23139,23.48860611,Cameroon,985.1159278
2024-05-03,Ndindan Reservoir,22729,10.86978541,Cameroon,2091.025641
2024-05-04,Ndindan Reservoir,21960,22.08582072,Cameroon,994.3030998
2024-05-05,Ndindan Reservoir,24545,22.03900742,Cameroon,1113.707143
2024-05-06,Mvog-Betsi River,21873,22.53687255,Cameroon,970.5428272
2024-05-07,Mvog-Betsi River,24031,23.56148365,Cameroon,1019.927283
2024-05-08,Mvog-Betsi River,22444,20.71096565,Cameroon,1083.677139
2024-05-09,Ndindan Reservoir,24566,23.97528595,Cameroon,1024.638457
2024-05-10,Ndindan Reservoir,23190,21.31112113,Cameroon,1088.164244
2024-05-11,Ndindan Reservoir,21202,21.99479765,Cameroon,963.9552199
2024-05-12,Ndindan Reservoir,21990,21.52891538,Cameroon,1021.416993
2024-05-13,Ndindan Reservoir,23711,21.11740221,Cameroon,1122.818033
2024-05-14,Ndindan Reservoir,25818,22.95713884,Cameroon,1124.617496
2024-05-15,Ndindan Reservoir,22974,20.30095572,Cameroon,1131.670859
2024-05-16,Mvog-Betsi River,22972,23.26066277,Cameroon,987.5900885
2024-05-17,Ndindan Reservoir,21500,10.81210165,Cameroon,1988.512567
2024-05-18,Ndindan Reservoir,25482,23.00654136,Cameroon,1107.598035
2024-05-19,Ndindan Reservoir,17187,19.66794521,Cameroon,873.8584442
2024-05-20,Mvog-Betsi River,20994,22.29821903,Cameroon,941.5101707
2024-05-21,Mvog-Betsi River,21883,23.32223478,Cameroon,938.2891566
2024-05-22,Ndindan Reservoir,22426,23.86096423,Cameroon,939.8614318
2024-05-23,Ndindan Reservoir,23705,21.61846252,Cameroon,1096.51646
2024-05-24,Ndindan Reservoir,21659,23.4262006,Cameroon,924.5630722
2024-05-25,Mvog-Betsi River,22854,23.71707053,Cameroon,963.609733
2024-05-26,Ndindan Reservoir,25511,23.26161143,Cameroon,1096.699602
2024-05-27,Ndindan Reservoir,24892,23.50287081,Cameroon,1059.10466
2024-05-28,Mvog-Betsi River,22366,21.36513525,Cameroon,1046.845702
2024-05-29,Mvog-Betsi River,20064,20.69264015,Cameroon,969.6201093
2024-05-30,Mvog-Betsi River,19144,20.52283504,Cameroon,932.8145922
2024-05-31,Mvog-Betsi River,18941,19.08052215,Cameroon,992.6877186
2024-06-01,Mvog-Betsi River,24673,20.96968817,Cameroon,1176.603095
2024-06-02,Mvog-Betsi River,22943,22.87557553,Cameroon,1002.947444
2024-06-03,Ndindan Reservoir,23099,21.44553748,Cameroon,1077.10054
2024-06-04,Ndindan Reservoir,24100,23.94290366,Cameroon,1006.56129
2024-06-05,Ndindan Reservoir,21844,20.11642389,Cameroon,1085.878888
2024-06-06,Mvog-Betsi River,18397,22.64675982,Cameroon,812.34579
2024-06-07,Mvog-Betsi River,26741,20.39188073,Cameroon,1311.355258
2024-06-08,Mvog-Betsi River,19394,18.57433348,Cameroon,1044.128987
2024-06-09,Mvog-Betsi River,21780,22.48756065,Cameroon,968.5354647
2024-06-10,Ndindan Reservoir,24406,23.83330905,Cameroon,1024.029015
2024-06-11,Ndindan Reservoir,20937,22.65072227,Cameroon,924.3413853
2024-06-12,Ndindan Reservoir,22048,20.63388015,Cameroon,1068.533879
2024-06-13,Ndindan Reservoir,23824,23.65697178,Cameroon,1007.060423
2024-06-14,Mvog-Betsi River,24956,22.31119629,Cameroon,1118.541546
2024-06-15,Mvog-Betsi River,20228,23.15437014,Cameroon,873.6147811
2024-06-16,Mvog-Betsi River,17701,20.31927729,Cameroon,871.1431883
2024-06-17,Mvog-Betsi River,23133,23.94109432,Cameroon,966.2465586
2024-06-18,Ndindan Reservoir,18273,20.86185786,Cameroon,875.9047313
2024-06-19,Mvog-Betsi River,24450,22.07024013,Cameroon,1107.826641
2024-06-20,Ndindan Reservoir,22381,20.68780773,Cameroon,1081.844935
2024-06-21,Ndindan Reservoir,25233,21.26688989,Cameroon,1186.492249
2024-06-22,Mvog-Betsi River,23778,23.6291461,Cameroon,1006.299589
2024-06-23,Ndindan Reservoir,24093,20.13839692,Cameroon,1196.371295
2024-06-24,Mvog-Betsi River,22806,22.54702702,Cameroon,1011.485904
2024-06-25,Mvog-Betsi River,21726,21.05977107,Cameroon,1031.635146
2024-06-26,Mvog-Betsi River,22458,22.45736943,Cameroon,1000.028078
2024-06-27,Mvog-Betsi River,20554,23.71278141,Cameroon,866.7899243
2024-06-28,Mvog-Betsi River,22830,22.90311616,Cameroon,996.8075892
2024-06-29,Mvog-Betsi River,23077,23.12679397,Cameroon,997.8469142
2024-06-30,Ndindan Reservoir,21999,23.200437,Cameroon,948.2148977
2024-07-01,Mvog-Betsi River,19553,21.37330779,Cameroon,914.8326593
2024-07-02,Mvog-Betsi River,31684,20.64993327,Cameroon,1534.339099
2024-07-03,Mvog-Betsi River,26190,22.59128878,Cameroon,1159.296411
2024-07-04,Ndindan Reservoir,18642,21.91417424,Cameroon,850.6822935
2024-07-05,Ndindan Reservoir,25726,20.93319754,Cameroon,1228.957017
2024-07-06,Ndindan Reservoir,22942,20.47774524,Cameroon,1120.338188
2024-07-07,Mvog-Betsi River,23190,22.63370314,Cameroon,1024.578252
2024-07-08,Mvog-Betsi River,21738,21.41704791,Cameroon,1014.985823
2024-07-09,Mvog-Betsi River,23453,21.17820482,Cameroon,1107.412087
2024-07-10,Mvog-Betsi River,19813,20.47601045,Cameroon,967.6201351
2024-07-11,Ndindan Reservoir,22130,22.64940032,Cameroon,977.0678115
2024-07-12,Ndindan Reservoir,25939,21.01389532,Cameroon,1234.373714
2024-07-13,Mvog-Betsi River,19400,20.24197315,Cameroon,958.4045912
2024-07-14,Mvog-Betsi River,22252,22.15453747,Cameroon,1004.399213
2024-07-15,Mvog-Betsi River,21192,22.99334055,Cameroon,921.6581624
2024-07-16,Ndindan Reservoir,24074,22.21107166,Cameroon,1083.873861
2024-07-17,Ndindan Reservoir,20589,22.07662802,Cameroon,932.6152518
2024-07-18,Mvog-Betsi River,24437,23.18610826,Cameroon,1053.950052
2024-07-19,Ndindan Reservoir,22742,21.66463441,Cameroon,1049.72923
2024-07-20,Ndindan Reservoir,20825,20.82471349,Cameroon,1000.013758
2024-07-21,Mvog-Betsi River,23600,22.94627344,Cameroon,1028.489443
2024-07-22,Ndindan Reservoir,21014,21.83270537,Cameroon,962.5009655
2024-07-23,Mvog-Betsi River,27443,20.29803827,Cameroon,1352.002575
2024-07-24,Ndindan Reservoir,21995,21.55225721,Cameroon,1020.542757
2024-07-25,Mvog-Betsi River,20834,23.50800756,Cameroon,886.2512037
2024-07-26,Mvog-Betsi River,22008,21.16634308,Cameroon,1039.763927
2024-07-27,Mvog-Betsi River,18922,19.11867899,Cameroon,989.7127311
2024-07-28,Mvog-Betsi River,17295,18.07609633,Cameroon,956.7884394
2024-07-29,Mvog-Betsi River,22233,23.89661249,Cameroon,930.3829155
2024-07-30,Ndindan Reservoir,21765,23.93113295,Cameroon,909.4847303
2024-07-31,Mvog-Betsi River,23548,22.09344733,Cameroon,1065.836384
2024-08-01,Mvog-Betsi River,22272,20.72857432,Cameroon,1074.458844
2024-08-02,Mvog-Betsi River,19088,18.42436689,Cameroon,1036.019317
2024-08-03,Ndindan Reservoir,24059,22.82534978,Cameroon,1054.047374
2024-08-04,Mvog-Betsi River,20593,23.30468946,Cameroon,883.641897
2024-08-05,Mvog-Betsi River,21686,23.94217602,Cameroon,905.7656238
2024-08-06,Ndindan Reservoir,20240,20.81292353,Cameroon,972.472703
2024-08-07,Ndindan Reservoir,24214,23.12619884,Cameroon,1047.037612
2024-08-08,Mvog-Betsi River,19163,18.367113,Cameroon,1043.332178
2024-08-09,Mvog-Betsi River,21621,22.22562769,Cameroon,972.7959227
2024-08-10,Ndindan Reservoir,20351,22.02041586,Cameroon,924.187814
2024-08-11,Mvog-Betsi River,21746,21.62078552,Cameroon,1005.791394
2024-08-12,Mvog-Betsi River,22486,22.20708751,Cameroon,1012.559616
2024-08-13,Mvog-Betsi River,23351,21.25476206,Cameroon,1098.62439
2024-08-14,Ndindan Reservoir,22239,22.07841397,Cameroon,1007.27344
2024-08-15,Mvog-Betsi River,23527,22.48853921,Cameroon,1046.177334
2024-08-16,Ndindan Reservoir,24449,23.72457413,Cameroon,1030.534831
2024-08-17,Ndindan Reservoir,20841,21.96031913,Cameroon,949.0299241
2024-08-18,Mvog-Betsi River,18809,20.80471824,Cameroon,904.0737673
2024-08-19,Mvog-Betsi River,20952,20.22749821,Cameroon,1035.817667
2024-08-20,Mvog-Betsi River,23062,21.81348067,Cameroon,1057.236135
2024-08-21,Mvog-Betsi River,21325,22.78498994,Cameroon,935.9231694
2024-08-22,Ndindan Reservoir,20699,21.63627685,Cameroon,956.6803081
2024-08-23,Ndindan Reservoir,23002,22.53937199,Cameroon,1020.525328
2024-08-24,Mvog-Betsi River,21622,21.19197714,Cameroon,1020.291776
2024-08-25,Ndindan Reservoir,22221,22.74379727,Cameroon,977.0136332
2024-08-26,Ndindan Reservoir,27096,20.23614717,Cameroon,1338.990064
2024-08-27,Mvog-Betsi River,39722,23.84544365,Cameroon,1665.810902
2024-08-28,Ndindan Reservoir,21479,22.25557498,Cameroon,965.1064968
2024-08-29,Mvog-Betsi River,23441,21.8741213,Cameroon,1071.631618
2024-08-30,Ndindan Reservoir,22904,23.44106145,Cameroon,977.0888596
2024-08-31,Ndindan Reservoir,21396,20.83015666,Cameroon,1027.164623
2024-09-01,Mvog-Betsi River,23757,23.9970443,Cameroon,989.9969221
2024-09-02,Ndindan Reservoir,21360,22.18432467,Cameroon,962.842021
2024-09-03,Ndindan Reservoir,23414,22.57507479,Cameroon,1037.161569
2024-09-04,Mvog-Betsi River,21609,20.80651965,Cameroon,1038.568697
2024-09-05,Ndindan Reservoir,25384,23.15223234,Cameroon,1096.395355
2024-09-06,Ndindan Reservoir,22826,22.93534355,Cameroon,995.2325306
2024-09-07,Ndindan Reservoir,23822,20.15036374,Cameroon,1182.21191
2024-09-08,Mvog-Betsi River,22584,17.13558013,Cameroon,1317.959464
2024-09-09,Mvog-Betsi River,24016,21.54953079,Cameroon,1114.45582
2024-09-10,Ndindan Reservoir,21014,20.9479153,Cameroon,1003.154715
2024-09-11,Ndindan Reservoir,24006,22.21491241,Cameroon,1080.625463
2024-09-12,Ndindan Reservoir,21222,21.61090919,Cameroon,982.0040337
2024-09-13,Ndindan Reservoir,25968,20.31572383,Cameroon,1278.221747
2024-09-14,Ndindan Reservoir,24424,21.79041704,Cameroon,1120.859686
2024-09-15,Ndindan Reservoir,22566,22.15471097,Cameroon,1018.564405
2024-09-16,Ndindan Reservoir,23938,23.35329581,Cameroon,1025.037331
2024-09-17,Mvog-Betsi River,22885,23.87505378,Cameroon,958.5318722
2024-09-18,Mvog-Betsi River,23597,21.27029259,Cameroon,1109.387654
2024-09-19,Ndindan Reservoir,20120,23.95981499,Cameroon,839.7393724
2024-09-20,Mvog-Betsi River,21548,22.75896553,Cameroon,946.7917148
2024-09-21,Ndindan Reservoir,23838,21.06503559,Cameroon,1131.638249
2024-09-22,Mvog-Betsi River,23020,20.81539442,Cameroon,1105.912266
2024-09-23,Mvog-Betsi River,24150,21.85759326,Cameroon,1104.879193
2024-09-24,Ndindan Reservoir,18554,19.76199659,Cameroon,938.8727458
2024-09-25,Ndindan Reservoir,25353,20.71527969,Cameroon,1223.879203
2024-09-26,Ndindan Reservoir,19241,21.24148894,Cameroon,905.8216236
2024-09-27,Mvog-Betsi River,22499,20.05852087,Cameroon,1121.667951
2024-09-28,Ndindan Reservoir,19780,19.68251401,Cameroon,1004.952924
2024-09-29,Mvog-Betsi River,20062,22.41959058,Cameroon,894.8423891
2024-09-30,Ndindan Reservoir,21478,21.53931932,Cameroon,997.1531449
2024-10-01,Ndindan Reservoir,24673,23.03910099,Cameroon,1070.918523
2024-10-02,Mvog-Betsi River,20163,21.06316144,Cameroon,957.263707
2024-10-03,Ndindan Reservoir,24047,23.91944897,Cameroon,1005.332524
2024-10-04,Ndindan Reservoir,22606,22.76431165,Cameroon,993.0456208
2024-10-05,Ndindan Reservoir,22448,23.61098175,Cameroon,950.7440327
2024-10-06,Mvog-Betsi River,18794,20.39695001,Cameroon,921.4122695
2024-10-07,Ndindan Reservoir,24587,21.53099137,Cameroon,1141.935343
2024-10-08,Mvog-Betsi River,23202,21.58665682,Cameroon,1074.830632
2024-10-09,Ndindan Reservoir,23120,23.08452469,Cameroon,1001.536757
2024-10-10,Ndindan Reservoir,19006,17.45276905,Cameroon,1088.996248
2024-10-11,Ndindan Reservoir,25480,20.79347414,Cameroon,1225.384456
2024-10-12,Ndindan Reservoir,18349,19.82717753,Cameroon,925.446901
2024-10-13,Ndindan Reservoir,20945,23.36332005,Cameroon,896.4907365
2024-10-14,Mvog-Betsi River,22427,22.87537336,Cameroon,980.3992987
2024-10-15,Mvog-Betsi River,24044,22.34246253,Cameroon,1076.157114
2024-10-16,Ndindan Reservoir,30440,23.74540816,Cameroon,1281.93206
2024-10-17,Mvog-Betsi River,24561,22.15152289,Cameroon,1108.772527
2024-10-18,Ndindan Reservoir,23000,21.82621321,Cameroon,1053.778765
2024-10-19,Mvog-Betsi River,23853,22.85247603,Cameroon,1043.781863
2024-10-20,Mvog-Betsi River,22491,21.29512806,Cameroon,1056.157067
2024-10-21,Mvog-Betsi River,21329,21.42214964,Cameroon,995.6517138
2024-10-22,Ndindan Reservoir,23693,22.85778164,Cameroon,1036.539782
2024-10-23,Ndindan Reservoir,21165,22.82872624,Cameroon,927.1213725
2024-10-24,Ndindan Reservoir,19148,19.71417895,Cameroon,971.2806223
2024-10-25,Ndindan Reservoir,24472,20.68983369,Cameroon,1182.803127
2024-10-26,Ndindan Reservoir,22841,22.46964772,Cameroon,1016.52684
2024-10-27,Ndindan Reservoir,22616,23.30421606,Cameroon,970.4681736
2024-10-28,Mvog-Betsi River,22101,20.13198775,Cameroon,1097.805158
2024-10-29,Ndindan Reservoir,22738,22.75146302,Cameroon,999.4082571
2024-10-30,Ndindan Reservoir,24366,20.78683797,Cameroon,1172.184054
2024-10-31,Mvog-Betsi River,20425,23.86977386,Cameroon,855.684688
2024-11-01,Ndindan Reservoir,25434,23.08832382,Cameroon,1101.595776
2024-11-02,Mvog-Betsi River,22375,20.76602311,Cameroon,1077.481224
2024-11-03,Ndindan Reservoir,22892,23.13589188,Cameroon,989.4582891
2024-11-04,Ndindan Reservoir,24927,20.27006226,Cameroon,1229.744619
2024-11-05,Ndindan Reservoir,20766,20.86656457,Cameroon,995.1805881
2024-11-06,Ndindan Reservoir,19930,21.7957095,Cameroon,914.4001486
2024-11-07,Ndindan Reservoir,22042,21.18367607,Cameroon,1040.518177
2024-11-08,Mvog-Betsi River,26461,21.66704549,Cameroon,1221.255571
2024-11-09,Mvog-Betsi River,18257,20.03883887,Cameroon,911.0807325
2024-11-10,Mvog-Betsi River,24271,21.18206157,Cameroon,1145.828036
2024-11-11,Ndindan Reservoir,20017,23.2236813,Cameroon,861.9219211
2024-11-12,Mvog-Betsi River,20841,21.66415859,Cameroon,962.0036668
2024-11-13,Ndindan Reservoir,20924,22.97406005,Cameroon,910.7663146
2024-11-14,Ndindan Reservoir,20167,22.81852877,Cameroon,883.799311
2024-11-15,Ndindan Reservoir,20406,23.24410785,Cameroon,877.899902
2024-11-16,Mvog-Betsi River,22460,23.08940795,Cameroon,972.7404033
2024-11-17,Ndindan Reservoir,21447,20.23687286,Cameroon,1059.798129
2024-11-18,Mvog-Betsi River,21516,23.97947782,Cameroon,897.267245
2024-11-19,Ndindan Reservoir,22849,20.87357852,Cameroon,1094.637413
2024-11-20,Mvog-Betsi River,24948,20.96807804,Cameroon,1189.80862
2024-11-21,Mvog-Betsi River,24243,22.84021994,Cameroon,1061.417099
2024-11-22,Mvog-Betsi River,25532,23.76160129,Cameroon,1074.506709
2024-11-23,Mvog-Betsi River,22246,21.14447106,Cameroon,1052.095365
2024-11-24,Mvog-Betsi River,21778,21.64038485,Cameroon,1006.359182
2024-11-25,Mvog-Betsi River,21444,23.30693337,Cameroon,920.0695631
2024-11-26,Mvog-Betsi River,20356,21.06282138,Cameroon,966.4422267
2024-11-27,Ndindan Reservoir,21889,21.70449272,Cameroon,1008.50088
2024-11-28,Mvog-Betsi River,23439,20.79357885,Cameroon,1127.222984
2024-11-29,Ndindan Reservoir,22364,23.81404117,Cameroon,939.1098234
2024-11-30,Mvog-Betsi River,21382,20.89998833,Cameroon,1023.062772
2024-12-01,Ndindan Reservoir,20465,21.23611044,Cameroon,963.6887158
2024-12-02,Ndindan Reservoir,20662,20.97268662,Cameroon,985.1861316
2024-12-03,Mvog-Betsi River,22425,20.69703761,Cameroon,1083.488392
2024-12-04,Ndindan Reservoir,24827,20.22326239,Cameroon,1227.645645
2024-12-05,Ndindan Reservoir,23517,20.28506465,Cameroon,1159.325859
2024-12-06,Mvog-Betsi River,22766,20.09168123,Cameroon,1133.105773
2024-12-07,Mvog-Betsi River,22705,13.16801843,Cameroon,1724.253358
2024-12-08,Ndindan Reservoir,21462,21.24865219,Cameroon,1010.040534
2024-12-09,Mvog-Betsi River,24254,21.31506292,Cameroon,1137.88076
2024-12-10,Mvog-Betsi River,23320,16.41057757,Cameroon,1421.03469
2024-12-11,Ndindan Reservoir,22158,23.52402407,Cameroon,941.9306807
2024-12-12,Ndindan Reservoir,18975,21.20331211,Cameroon,894.9073571
2024-12-13,Mvog-Betsi River,37859,22.61584731,Cameroon,1674.003166
2024-12-14,Ndindan Reservoir,23302,22.29295613,Cameroon,1045.262901
2024-12-15,Ndindan Reservoir,21566,21.23513088,Cameroon,1015.581214
2024-12-16,Ndindan Reservoir,20632,22.58447388,Cameroon,913.5479583
2024-12-17,Mvog-Betsi River,25304,23.24405046,Cameroon,1088.622658
2024-12-18,Ndindan Reservoir,23628,22.05278435,Cameroon,1071.429332
2024-12-19,Mvog-Betsi River,24208,20.4494062,Cameroon,1183.799655
2024-12-20,Ndindan Reservoir,21550,22.41077249,Cameroon,961.5911282
2024-12-21,Ndindan Reservoir,19369,19.6746961,Cameroon,984.4624739
2024-12-22,Ndindan Reservoir,19450,21.69332952,Cameroon,896.5889712
2024-12-23,Mvog-Betsi River,21351,22.81337716,Cameroon,935.8982607
2024-12-24,Ndindan Reservoir,23106,23.59295126,Cameroon,979.3603075
2024-12-25,Ndindan Reservoir,21666,23.63363019,Cameroon,916.7444792
2024-12-26,Ndindan Reservoir,21277,21.88065686,Cameroon,972.4113923
2024-12-27,Ndindan Reservoir,25708,22.28450481,Cameroon,1153.626711
2024-12-28,Mvog-Betsi River,22564,22.06026856,Cameroon,1022.834329
2024-12-29,Mvog-Betsi River,21320,22.21268414,Cameroon,959.8119645
2024-12-30,Ndindan Reservoir,22599,21.60466477,Cameroon,1046.024099
2024-12-31,Mvog-Betsi River,21760,21.59107679,Cameroon,1007.823751
2020-01-01,Metolong Dam,20230,20.24352828,Lesotho,999.3317233
2020-01-02,Mohokare River,23261,20.88415053,Lesotho,1113.811163
2020-01-03,Mohokare River,39053,20.4659707,Lesotho,1908.191924
2020-01-04,Metolong Dam,27571,20.20300807,Lesotho,1364.697767
2020-01-05,Mohokare River,24505,20.6200154,Lesotho,1188.408424
2020-01-06,Mohokare River,20743,23.42102557,Lesotho,885.657203
2020-01-07,Metolong Dam,23177,22.40822517,Lesotho,1034.307707
2020-01-08,Mohokare River,22771,21.95738897,Lesotho,1037.054088
2020-01-09,Mohokare River,24236,23.34712164,Lesotho,1038.072289
2020-01-10,Metolong Dam,19365,19.16896153,Lesotho,1010.22687
2020-01-11,Metolong Dam,25927,23.57244023,Lesotho,1099.886127
2020-01-12,Mohokare River,21139,22.14836344,Lesotho,954.4271774
2020-01-13,Metolong Dam,25757,20.8278595,Lesotho,1236.660925
2020-01-14,Metolong Dam,25223,22.47082968,Lesotho,1122.477468
2020-01-15,Metolong Dam,25438,21.72635905,Lesotho,1170.835847
2020-01-16,Mohokare River,19513,18.35395151,Lesotho,1063.149807
2020-01-17,Mohokare River,24008,20.38972877,Lesotho,1177.455584
2020-01-18,Mohokare River,20495,21.45697111,Lesotho,955.1674325
2020-01-19,Mohokare River,23237,23.46407752,Lesotho,990.3223334
2020-01-20,Mohokare River,24158,22.46017311,Lesotho,1075.592779
2020-01-21,Metolong Dam,22616,21.1990248,Lesotho,1066.841528
2020-01-22,Metolong Dam,22780,21.26527268,Lesotho,1071.230092
2020-01-23,Metolong Dam,25890,23.71786812,Lesotho,1091.582088
2020-01-24,Metolong Dam,22401,10.45483353,Lesotho,2142.645307
2020-01-25,Metolong Dam,23190,21.08678417,Lesotho,1099.740947
2020-01-26,Mohokare River,20388,23.99002113,Lesotho,849.8533573
2020-01-27,Metolong Dam,22972,21.96871809,Lesotho,1045.66866
2020-01-28,Metolong Dam,25568,21.19239462,Lesotho,1206.47055
2020-01-29,Mohokare River,21159,22.34934851,Lesotho,946.7390062
2020-01-30,Metolong Dam,22366,23.17788593,Lesotho,964.9715279
2020-01-31,Mohokare River,22193,23.687056,Lesotho,936.9252137
2020-02-01,Mohokare River,23477,21.70319306,Lesotho,1081.730229
2020-02-02,Metolong Dam,22908,22.2063253,Lesotho,1031.597965
2020-02-03,Metolong Dam,22417,20.60207326,Lesotho,1088.094373
2020-02-04,Metolong Dam,20198,23.03008605,Lesotho,877.0266842
2020-02-05,Metolong Dam,24122,22.24104327,Lesotho,1084.571425
2020-02-06,Metolong Dam,19295,21.12400327,Lesotho,913.4158785
2020-02-07,Metolong Dam,19402,21.96054666,Lesotho,883.4934893
2020-02-08,Metolong Dam,24798,23.41561601,Lesotho,1059.03684
2020-02-09,Metolong Dam,24548,23.20518892,Lesotho,1057.866845
2020-02-10,Mohokare River,24646,22.04498002,Lesotho,1117.986951
2020-02-11,Metolong Dam,25263,23.33227201,Lesotho,1082.749249
2020-02-12,Mohokare River,24494,21.92424937,Lesotho,1117.210427
2020-02-13,Metolong Dam,20870,23.94146542,Lesotho,871.709381
2020-02-14,Metolong Dam,19956,21.4284443,Lesotho,931.2855251
2020-02-15,Mohokare River,24734,23.71041944,Lesotho,1043.170074
2020-02-16,Mohokare River,22116,21.43481069,Lesotho,1031.779581
2020-02-17,Metolong Dam,21860,20.71615282,Lesotho,1055.215232
2020-02-18,Metolong Dam,23863,23.87215158,Lesotho,999.6166422
2020-02-19,Metolong Dam,21762,10.03101049,Lesotho,2169.47236
2020-02-20,Mohokare River,23607,21.74811541,Lesotho,1085.473364
2020-02-21,Mohokare River,25133,21.9722026,Lesotho,1143.854372
2020-02-22,Mohokare River,19394,19.17516633,Lesotho,1011.412348
